# Experiment Results
# Name,D_A1_wall_baseline
# Architecture,11→256→3
# Memory Size,100000
# Wall Obstacle,True
# Final Record,40
# Final Avg (last 100),3.23
# Overall Avg,1.92
# Overall Std,4.33
# Block Averages (per 100 eps),"0.04, 0.62, 2.31, 3.38, 3.23"
# --- Observational Notes ---
# Training Stability (avg variance),40.86
# Max Performance Drop (forgetting),1.10
# Exploration Ended at Episode,75

Episode,Score,Record,Avg_Last_100,Steps,Memory_Usage,Variance_50,Std_50,Peak_Avg,Performance_Drop,Epsilon
179,0,6,0.25,401,42334,1.16,1.07,0.26,0.01,0
180,0,6,0.25,1,42335,1.16,1.07,0.26,0.01,0
181,0,6,0.25,401,42736,1.16,1.07,0.26,0.01,0
182,2,6,0.27,601,43337,1.20,1.10,0.27,-0.00,0
183,3,6,0.30,701,44038,1.33,1.15,0.30,-0.00,0
184,2,6,0.32,601,44639,1.37,1.17,0.32,-0.00,0
185,0,6,0.32,401,45040,1.37,1.17,0.32,-0.00,0
186,0,6,0.32,401,45441,1.37,1.17,0.32,-0.00,0
187,3,6,0.34,701,46142,1.49,1.22,0.35,0.01,0
188,0,6,0.33,401,46543,1.49,1.22,0.35,0.02,0
189,0,6,0.33,401,46944,1.49,1.22,0.35,0.02,0
190,1,6,0.34,501,47445,1.48,1.22,0.35,0.01,0
191,2,6,0.36,601,48046,1.52,1.23,0.36,-0.00,0
192,1,6,0.37,501,48547,1.52,1.23,0.37,-0.00,0
193,9,9,0.46,1301,49848,2.88,1.70,0.46,-0.00,0
194,14,14,0.60,1182,51030,6.27,2.50,0.59,-0.01,0
195,2,14,0.62,601,51631,6.27,2.50,0.61,-0.01,0
196,0,14,0.62,401,52032,6.27,2.50,0.61,-0.01,0
197,0,14,0.62,1,52033,6.27,2.50,0.61,-0.01,0
198,0,14,0.62,401,52434,6.29,2.51,0.61,-0.01,0
199,0,14,0.62,1,52435,6.29,2.51,0.61,-0.01,0
200,0,14,0.62,1,52436,6.29,2.51,0.61,-0.01,0
